,Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
3298,1296.0,0.25877702,0,65-454-3040,"Eagle Bancorp Montana, Inc.","Barnes & Noble, Inc.",Finance,NASDAQ,Movies,EBMT,$68.03M,Suite 9,57477 Sutherland Alley,07-6424827,12488-2000,NYSE,441500808-9,BE71 4126 5853 7213,,Quetzal,GTQ
6512,1296.0,0.25877702,1,27-976-1578,"Eagle Bancorp Montana, Inc.","ViaSat, Inc.",Finance,NASDAQ,Music,EBMT,$68.03M,Suite 66,61637 Bay Parkway,47-2044812,,NASDAQ,894164832-7,RS44 1964 0668 4132 3874 80,63629-4173,Peso,ARS
6048,1297.0,0.25837055,1,19-110-0244,"Energy Focus, Inc.","Energy Focus, Inc.",Consumer Durables,NASDAQ,Clothing,EFOI,$33.57M,Apt 1723,0140 Daystar Street,53-7581764,,NYSE,064405972-9,BH35 MDQT GTJI AAOG JYZZ DT,61578-301,Rupiah,IDR
769,1297.0,0.25837055,0,14-487-6122,"Energy Focus, Inc.","Proto Labs, Inc.",Consumer Durables,NASDAQ,Jewelry,EFOI,$33.57M,Suite 77,3 Sunfield Drive,71-8226501,0641-6007,NYSE,761809380-6,DO32 T6J4 4402 4613 5946 0470 9213,,Peso,CUP
5889,1298.0,0.2582556,1,15-556-1475,Drive Shack Inc.,"The Finish Line, Inc.",,NYSE,Grocery,DS^C,,Suite 26,797 Northport Road,91-8366270,,NASDAQ,042423337-1,RO70 EREO TB1C R6XE NCIN XLJ7,0065-0419,Somoni,TJS
130,1298.0,0.2582556,0,02-365-8672,Drive Shack Inc.,Nationstar Mortgage Holdings Inc.,,NYSE,Music,DS^C,,Suite 25,872 David Trail,86-2677904,51079-354,NYSE,373976360-4,ES71 9058 4778 3985 8674 9896,,Yuan Renminbi,CNY
9305,1299.0,0.25798178,1,84-160-6056,"FlexShopper, Inc.","FlexShopper, Inc.",Technology,NASDAQ,Jewelry,FPAY,$22.21M,Room 1316,8 Mendota Junction,43-0473125,,NYSE,291365975-6,DK05 6784 9223 1703 53,52125-041,Peso,PHP
3056,1299.0,0.25798178,0,60-273-4393,"FlexShopper, Inc.",PIMCO Municipal Income Fund III,Technology,NASDAQ,Jewelry,FPAY,$22.21M,PO Box 65040,08 Hermina Center,69-7201918,62011-0076,NYSE,855693881-7,LB52 6479 S1U1 D81J RM80 CWRW NO2V,,Rupiah,IDR
977,1300.0,0.25783634,0,18-948-4607,Digimarc Corporation,Apollo Commercial Real Estate Finance,Technology,NASDAQ,Baby,DMRC,$395.82M,Apt 983,8 Susan Junction,47-4971838,41250-358,NYSE,304226198-0,GR73 6159 365Z LORA KDFG VIUV EL8,,Ruble,RUB
9865,1300.0,0.25783634,1,95-583-4500,Digimarc Corporation,Digimarc Corporation,Technology,NASDAQ,Baby,DMRC,$395.82M,PO Box 1790,55 Lake View Trail,80-8165792,,NYSE,936241348-5,GB07 ILYZ 1053 6263 2884 91,33992-6775,Yuan Renminbi,CNY
2649,1301.0,0.257464,0,52-349-7087,"Ormat Technologies, Inc.","Kura Oncology, Inc.",Public Utilities,NYSE,Outdoors,ORA,$3.02B,PO Box 88813,05711 Packers Point,09-1615048,65342-2100,NASDAQ,719316738-3,PT45 9932 4309 7094 4182 2308 1,,Hryvnia,UAH
8215,1301.0,0.257464,1,62-463-2200,"Ormat Technologies, Inc.",China Mobile (Hong Kong) Ltd.,Public Utilities,NYSE,Outdoors,ORA,$3.02B,Apt 1242,77 Springs Way,22-9565886,,NYSE,418074259-4,SM67 C232 3671 168D 8AKT PIWM YUL,43861-1013,Sol,PEN
8576,1302.0,0.25715366,1,69-643-3554,"Warrior Met Coal, Inc.",BlackRock Income Trust Inc. (The),Energy,NYSE,Clothing,HCC,$847.88M,13th Floor,11 Prairie Rose Court,88-8886510,,NYSE,314586324-X,IT77 R457 1805 597H N7A5 BDOW JC0,68084-584,Rupiah,IDR
4739,1302.0,0.25715366,0,93-641-1785,"Warrior Met Coal, Inc.","SilverSun Technologies, Inc.",Energy,NYSE,Shoes,HCC,$847.88M,14th Floor,5 Fulton Point,55-1264865,67457-431,NASDAQ,702807404-8,IS32 6615 0697 1671 6729 2483 39,,Yuan Renminbi,CNY
2903,1303.0,0.25715366,0,57-474-5758,Gladstone Investment Corporation,Arbor Realty Trust,,NASDAQ,Automotive,GAINO,,18th Floor,22573 Londonderry Road,59-5861350,59779-405,NYSE,200350644-6,CY31 5379 7011 HFKP KLHS SP1S PB1W,,Euro,EUR
9248,1303.0,0.25715366,1,83-162-1888,Gladstone Investment Corporation,Kayne Anderson Acquisition Corp.,,NASDAQ,Computers,GAIN,$305.91M,20th Floor,8 Dahle Alley,67-5237910,,NASDAQ,514216650-7,TR14 9717 4XMG IR1C 9AD5 OEGY I0,13533-634,Yuan Renminbi,CNY
6968,1304.0,0.2567701,1,36-900-1690,Cummins Inc.,"PulteGroup, Inc.",Energy,NYSE,Beauty,CMI,$27.14B,Room 1140,0 Sullivan Circle,30-4259406,,NYSE,859744524-6,NL12 GPWP 0956 3055 25,55154-9390,Hryvnia,UAH
851,1304.0,0.2567701,0,16-150-7936,Cummins Inc.,"Apogee Enterprises, Inc.",Energy,NYSE,Games,CMI,$27.14B,PO Box 51832,14 Coleman Alley,29-9420229,68788-9925,NASDAQ,498195461-1,DK29 7565 4927 1717 90,,Taka,BDT
1816,1305.0,0.25671205,0,36-250-2366,"EMCOR Group, Inc.","EMCOR Group, Inc.",Capital Goods,NYSE,Automotive,EME,$3.87B,5th Floor,08406 Tomscot Court,88-2116486,0904-6348,NYSE,286082283-6,GB14 MLVM 9753 5258 6617 09,,Peso,UYU
7531,1305.0,0.25671205,1,48-150-0372,"EMCOR Group, Inc.","Recro Pharma, Inc.",Capital Goods,NYSE,Health,EME,$3.87B,2nd Floor,63 Ramsey Crossing,72-8513152,,NASDAQ,949734744-8,GT52 T3Q2 H2DQ PCCH GYMG EIOK 4ETN,55154-6191,Yuan Renminbi,CNY
708,1306.0,0.25658223,0,13-164-2259,Alcoa Corporation,"Marchex, Inc.",Capital Goods,NYSE,Baby,AA,$5.53B,15th Floor,1 Kingsford Parkway,61-4499225,43063-345,NASDAQ,592391495-6,GR59 3183 735I YPLN HWKH CHVU I1O,,Dinar,RSD
9114,1306.0,0.25658223,1,80-439-9246,Alcoa Corporation,First Internet Bancorp,Capital Goods,NYSE,Industrial,AA,$5.53B,15th Floor,991 Elmside Park,52-2121128,,NASDAQ,106809325-0,KZ27 315J EZJV AANK DU5E,67938-1397,Euro,EUR
9800,1307.0,0.25643045,1,94-376-5693,"BlackRock, Inc.","RCI Hospitality Holdings, Inc.",Finance,NYSE,Baby,BLK,$67.98B,14th Floor,72505 Killdeer Terrace,32-6945828,,NASDAQ,151752916-6,RS90 8830 8838 7856 9228 47,12634-260,Ruble,RUB
3958,1307.0,0.25643045,0,78-462-6951,"BlackRock, Inc.",Appian Corporation,Finance,NYSE,Jewelry,BLK,$67.98B,14th Floor,591 Weeping Birch Crossing,01-1003773,64205-193,NASDAQ,756214220-3,GE37 RM05 6145 3048 2840 79,,Zloty,PLN
6952,1308.0,0.25640664,1,36-605-4855,Nuveen Credit Strategies Income Fund,"Liberty Expedia Holdings, Inc.",,NYSE,Sports,JQC,$1.17B,Suite 15,356 West Way,13-3894235,,NASDAQ,044867147-6,GE45 CP99 5441 9465 7833 82,51079-566,Baht,THB
803,1308.0,0.25640664,0,15-240-9147,Nuveen Credit Strategies Income Fund,Nuveen Credit Strategies Income Fund,,NYSE,Sports,JQC,$1.17B,Apt 1123,0 American Ash Center,71-5021417,68001-159,NYSE,483470532-3,RS71 8698 7606 3810 0361 90,,Yen,JPY
8076,1309.0,0.25603366,1,59-769-1037,"Merrill Lynch & Co., Inc.","AVEO Pharmaceuticals, Inc.",,NYSE,Garden,MER^K,,Suite 69,6 Lakewood Hill,35-0052771,,NASDAQ,684345804-1,NO63 0858 7476 321,0069-4210,Krona,SEK
2771,1309.0,0.25603366,0,54-578-3947,"Merrill Lynch & Co., Inc.","SG Blocks, Inc.",,NYSE,Computers,MER^K,,Room 1656,1 Calypso Court,94-5058138,52125-869,NASDAQ,376843651-9,SE05 9272 4627 8669 8607 4711,,Rupiah,IDR
1735,1310.0,0.2557187,0,34-657-4657,PureFunds ETFx HealthTech ETF,Apollo Senior Floating Rate Fund Inc.,,NASDAQ,Industrial,IMED,,Suite 54,062 Farmco Road,57-4112467,68196-147,NYSE,878100840-6,ES61 8225 1603 6514 6986 9766,,Peso,PHP
9198,1310.0,0.2557187,1,82-201-4089,PureFunds ETFx HealthTech ETF,"Adams Diversified Equity Fund, Inc.",,NASDAQ,Tools,IMED,,Room 1489,047 Schurz Hill,34-4090160,,NYSE,263696928-4,AD69 0683 0354 RLEZ JIU6 LYZL,67857-706,Euro,EUR
4829,1311.0,0.2555369,0,95-288-8103,Stepan Company,"CommerceHub, Inc.",Basic Industries,NYSE,Electronics,SCL,$1.97B,PO Box 94298,597 Mayer Court,01-3989316,49738-917,NASDAQ,861436225-0,FR44 3371 2909 4003 01UN ANJ7 D34,,Rand,ZAR
6242,1311.0,0.2555369,1,22-548-0467,Stepan Company,"Imprimis Pharmaceuticals, Inc.",Basic Industries,NYSE,Kids,SCL,$1.97B,18th Floor,92706 Rieder Plaza,33-5592567,,NASDAQ,651595335-6,LI23 2511 9XFR JSWY GEWL Z,54575-145,Yuan Renminbi,CNY
5218,1312.0,0.2555369,1,02-496-5245,"Benchmark Electronics, Inc.","Benchmark Electronics, Inc.",Technology,NYSE,Tools,BHE,$1.65B,Room 981,8158 Shasta Park,79-7934972,,NYSE,465627253-1,GB07 WIUN 9171 4034 5096 44,33261-869,Rand,ZAR
2953,1312.0,0.2555369,0,58-393-7584,"Benchmark Electronics, Inc.","Heat Biologics, Inc.",Technology,NYSE,Health,BHE,$1.65B,18th Floor,56 Bobwhite Alley,90-8679939,0338-0179,NASDAQ,590451746-7,FR56 7643 3388 11EE BDWC 3KT1 K05,,Real,BRL
864,1313.0,0.2554128,0,16-356-0799,"Amazon.com, Inc.",Sears Holdings Corporation,Consumer Services,NASDAQ,Movies,AMZN,$472.1B,Apt 14,9759 Bellgrove Parkway,56-0951552,76287-576,NASDAQ,283580400-5,IL74 2444 9180 4511 2914 491,,Hryvnia,UAH
7247,1313.0,0.2554128,1,42-021-9320,"Amazon.com, Inc.",CNOOC Limited,Consumer Services,NASDAQ,Movies,AMZN,$472.1B,Suite 3,0605 Arrowood Way,44-5384727,,NYSE,852142954-1,VG32 QHWU 9295 1093 7443 6111,0093-3129,Euro,EUR
2089,1314.0,0.25538325,0,41-638-9052,Eastman Kodak Company,"Hanwha Q CELLS Co., Ltd. ",Miscellaneous,NYSE,Garden,KODK,$394.9M,Room 259,66915 Butterfield Center,24-7277602,76347-126,NASDAQ,187411188-X,LT46 0109 2808 3135 9947,,Rupiah,IDR
6559,1314.0,0.25538325,1,28-901-6078,Eastman Kodak Company,John Hancock Hedged Equity & Income Fund,,NYSE,Outdoors,KODK.WS.A,,Room 321,6497 Banding Trail,41-4832128,,NYSE,676768664-6,IS31 7209 5031 7987 6968 0406 65,60575-414,Rupiah,IDR
7787,1315.0,0.25515747,1,53-677-5557,Container Store (The),"Sophiris Bio, Inc.",Consumer Services,NYSE,Baby,TCS,$277.68M,14th Floor,23 Anderson Trail,35-0803951,,NASDAQ,633051031-8,FR92 1597 5274 60QV VYQU URH4 M50,68428-028,Rupiah,IDR
3655,1315.0,0.25515747,0,72-661-7132,Container Store (The),"InterDigital, Inc.",Consumer Services,NYSE,Electronics,TCS,$277.68M,Suite 19,84290 Huxley Lane,59-7932087,0440-1736,NASDAQ,958679579-9,FI35 0988 7526 7887 71,,Euro,EUR
8170,1316.0,0.25499946,1,61-505-9256,Hovnanian Enterprises Inc,Hovnanian Enterprises Inc,Capital Goods,NASDAQ,Industrial,HOVNP,$32.91M,Room 741,80461 Washington Plaza,51-1191363,,NASDAQ,714138660-2,AL61 6119 8264 LRNA VKFA EDFO GPMP,37000-283,Rupee,PKR
3999,1316.0,0.25499946,0,79-087-9097,Hovnanian Enterprises Inc,First Trust,Capital Goods,NYSE,Clothing,HOV,$340.42M,Suite 29,7 Corscot Hill,20-3142200,11410-407,NYSE,569702826-1,AT36 5049 7805 4569 5682,,Rupiah,IDR
2779,1317.0,0.25499946,0,54-817-1086,Yintech Investment Holdings Limited,Geopark Ltd,Finance,NASDAQ,Music,YIN,$725.83M,Apt 303,43225 Lerdahl Place,62-2069843,41520-605,NYSE,941353991-X,FI53 4575 2903 5523 32,,Ruble,RUB
5479,1317.0,0.25499946,1,07-533-8419,Yintech Investment Holdings Limited,"Southside Bancshares, Inc.",Finance,NASDAQ,Computers,YIN,$725.83M,Suite 40,820 Esch Place,94-8567650,,NASDAQ,397982084-X,BE26 9500 7355 0270,17478-937,Peso,PHP
3887,1318.0,0.25485817,0,77-218-4221,Morgan Stanley,Hudbay Minerals Inc.,,NYSE,Health,MS^F,,Suite 51,8191 Dwight Court,14-0181493,62037-693,NYSE,868086813-2,GI53 GFAB HWZZ ZUFD BFYR VGD,,Krona,SEK
5571,1318.0,0.25485817,1,08-904-2881,Morgan Stanley,"T2 Biosystems, Inc.",,NYSE,Garden,MS^A,,Suite 7,637 Toban Junction,99-5708760,,NASDAQ,351908711-1,ES91 8315 2341 4355 8636 5137,36987-1349,Yuan Renminbi,CNY
2894,1319.0,0.25485817,0,57-251-7571,Newell Brands Inc.,DENTSPLY SIRONA Inc.,Consumer Non-Durables,NYSE,Home,NWL,$26.5B,Suite 80,144 Clemons Court,21-0802396,66993-407,NASDAQ,335660341-8,HR91 2346 0159 1476 6905 2,,Gourde,HTG
8084,1319.0,0.25485817,1,59-898-8702,Newell Brands Inc.,Newell Brands Inc.,Consumer Non-Durables,NYSE,Shoes,NWL,$26.5B,PO Box 92331,721 Judy Hill,46-4142201,,NASDAQ,017339320-9,TR59 3406 3KR2 F0PJ QURI NI9A PN,43353-035,Real,BRL
3394,1320.0,0.25483918,0,67-148-2849,Dominion Diamond Corporation,"Cohen & Steers Global Income Builder, Inc.",Basic Industries,NYSE,Baby,DDC,$1.03B,19th Floor,04505 Larry Plaza,64-0415285,0178-0797,NYSE,257185987-0,NO36 9537 9717 697,,Krona,SEK
9943,1320.0,0.25483918,1,97-030-3381,Dominion Diamond Corporation,"Eagle Pharmaceuticals, Inc.",Basic Industries,NYSE,Shoes,DDC,$1.03B,13th Floor,37 Vera Way,38-0539667,,NASDAQ,028883733-9,EE13 0954 5001 6733 1168,63323-617,Yuan Renminbi,CNY
6916,1321.0,0.25481436,1,35-760-0711,Chicago Bridge & Iron Company N.V.,Target Corporation,Basic Industries,NYSE,Computers,CBI,$1.55B,Room 967,9561 Hanson Avenue,70-1538047,,NYSE,081706986-0,EE40 9354 4611 8748 2022,0115-1152,Dollar,USD
3778,1321.0,0.25481436,0,74-856-1908,Chicago Bridge & Iron Company N.V.,Intuit Inc.,Basic Industries,NYSE,Tools,CBI,$1.55B,Suite 2,0447 Autumn Leaf Avenue,12-3702135,56062-668,NASDAQ,286762551-3,MU18 ZTYJ 5616 5615 3724 7088 333D ZY,,Koruna,CZK
6106,1322.0,0.25481436,1,20-137-6851,ENDRA Life Sciences Inc.,"Ventas, Inc.",,NASDAQ,Industrial,NDRAW,,Suite 60,4 Homewood Way,33-3333191,,NYSE,899084607-2,SA23 104I TRBG Z4YL 6HRP 8SEX,49035-678,Naira,NGN
1977,1322.0,0.25481436,0,39-870-2134,ENDRA Life Sciences Inc.,Deluxe Corporation,Health Care,NASDAQ,Kids,NDRAU,,PO Box 68898,79 Walton Street,57-6207799,54569-5553,NYSE,371084349-9,IE24 UMNA 0079 4981 5840 93,,Yuan Renminbi,CNY
3509,1323.0,0.25476608,0,69-642-8272,VictoryShares US Small Cap Volatility Wtd ETF,Eastman Chemical Company,,NASDAQ,Home,CSA,$2.17B,Suite 82,11 Trailsway Point,28-9936076,62032-103,NYSE,982214911-5,MK55 653T MTPN OD8H H62,,Euro,EUR
5198,1323.0,0.25476608,1,01-869-3581,VictoryShares US Small Cap Volatility Wtd ETF,VictoryShares US Small Cap Volatility Wtd ETF,,NASDAQ,Home,CSA,$2.17B,Apt 564,895 Forest Run Avenue,96-2664823,,NASDAQ,343318543-3,CY57 1694 5897 O7QY GGWZ YGVV EMB7,72036-370,Dollar,CAD
818,1324.0,0.25473106,0,15-444-2018,"Huntington Ingalls Industries, Inc.",China Southern Airlines Company Limited,Capital Goods,NYSE,Books,HII,$8.56B,Apt 1260,841 Caliangt Way,63-1492197,60764-009,NYSE,020194640-8,TN19 8401 2801 5586 4683 6673,,Peso,PHP
9764,1324.0,0.25473106,1,93-666-7599,"Huntington Ingalls Industries, Inc.",Teleflex Incorporated,Capital Goods,NYSE,Industrial,HII,$8.56B,PO Box 16638,5930 Wayridge Trail,04-2566958,,NYSE,099305406-4,FR60 8271 4607 041C RY1C QVY6 067,55714-1714,Real,BRL
3143,1325.0,0.25439808,0,61-982-3134,HDFC Bank Limited,"Argo Group International Holdings, Ltd.",Finance,NYSE,Movies,HDB,$75.19B,Apt 364,0535 Nova Way,84-4265270,42192-150,NASDAQ,803025684-1,FR78 9770 4291 654B KGWK PRTH M92,,Ruble,RUB
7244,1325.0,0.25439808,1,41-994-8063,HDFC Bank Limited,Peoples Bancorp Inc.,Finance,NYSE,Home,HDB,$75.19B,Apt 1733,3654 Village Way,98-1052278,,NASDAQ,813647346-3,FR79 7458 5719 3552 1X5E NC7X F96,0615-7661,Manat,AZN
7758,1326.0,0.25424832,1,52-944-3771,"General Mills, Inc.",Grupo Financiero Santander Mexico S.A. B. de C.V.,Consumer Non-Durables,NYSE,Health,GIS,$32.9B,Apt 1367,31 Butternut Point,96-4842906,,NYSE,865572648-6,LB62 6470 ZJHE YN0K OKTG SOYJ FLGI,16477-401,Rupiah,IDR
3981,1326.0,0.25424832,0,78-837-4975,"General Mills, Inc.",Westamerica Bancorporation,Consumer Non-Durables,NYSE,Games,GIS,$32.9B,PO Box 82243,6279 Pearson Drive,12-0758721,43353-510,NASDAQ,940770199-9,FR44 1093 9816 77RM V2KI LKCY K19,,Real,BRL
7444,1327.0,0.25407296,1,46-188-2755,3D Systems Corporation,"Ryman Hospitality Properties, Inc.",Technology,NYSE,Garden,DDD,$2.39B,Suite 4,47 Macpherson Lane,78-4014539,,NYSE,100655814-4,GB21 YAJO 0033 4192 9867 72,0363-0367,Dollar,USD
4224,1327.0,0.25407296,0,84-014-7305,3D Systems Corporation,Party City Holdco Inc.,Technology,NYSE,Toys,DDD,$2.39B,Room 814,2100 Kensington Crossing,67-6899227,49967-913,NYSE,176266417-8,FI05 6579 7356 8166 65,,Yuan Renminbi,CNY
9634,1328.0,0.25401142,1,90-879-0811,"Energizer Holdings, Inc.","Hyster-Yale Materials Handling, Inc.",Consumer Non-Durables,NYSE,Games,EPC,$4.34B,5th Floor,39272 Redwing Crossing,41-7761888,,NYSE,052641575-4,DE85 7618 1605 4571 2794 94,59746-317,Rupiah,IDR
723,1328.0,0.25401142,0,13-483-0152,"Energizer Holdings, Inc.","Northfield Bancorp, Inc.",Consumer Non-Durables,NYSE,Health,EPC,$4.34B,PO Box 70135,9356 Sunbrook Point,49-2086327,37000-155,NASDAQ,683091104-4,BE66 1713 3943 9844,,Yuan Renminbi,CNY
4657,1329.0,0.25398228,0,92-264-3802,CONSOL Energy Inc.,"Blueknight Energy Partners L.P., L.L.C.",Energy,NYSE,Garden,CNX,$3.33B,PO Box 84331,832 Sunbrook Center,45-4095569,0409-2552,NASDAQ,488536155-9,FR57 9151 7924 81LS 1RVE CIFY W62,,Euro,EUR
9382,1329.0,0.25398228,1,85-730-0318,CONSOL Energy Inc.,Exterran Corporation,Energy,NYSE,Electronics,CNX,$3.33B,Suite 81,0637 Becker Drive,99-0223339,,NYSE,332994099-9,SE91 7095 9114 5500 6009 3738,50436-2608,Peso,ARS
302,1330.0,0.25398228,0,05-665-3567,"Berry Global Group, Inc.",AGNC Investment Corp.,Consumer Non-Durables,NYSE,Beauty,BERY,$7.48B,18th Floor,4206 Bartillon Street,90-8237961,61919-469,NASDAQ,855477112-5,FR41 4464 1788 12WY 2ONS HOBN 944,,Dong,VND
6961,1330.0,0.25398228,1,36-776-6626,"Berry Global Group, Inc.",First Trust Dorsey Wright Focus 5 ETF,Consumer Non-Durables,NYSE,Baby,BERY,$7.48B,Apt 1291,1 Doe Crossing Point,41-7074282,,NASDAQ,851709065-9,IL93 3999 0656 4259 6668 964,0067-6066,Peso,PHP
5367,1331.0,0.25382647,1,05-319-4929,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation,Consumer Services,NASDAQ,Jewelry,LINC,$80.58M,Suite 57,554 Westerfield Junction,77-9738736,,NASDAQ,786761157-6,NL87 WVWF 9240 7603 36,49643-444,Krona,SEK
1522,1331.0,0.25382647,0,30-604-0314,Lincoln Educational Services Corporation,Xplore Technologies Corp,Consumer Services,NASDAQ,Computers,LINC,$80.58M,Room 106,3 Little Fleur Parkway,67-3700560,42507-478,NASDAQ,565815966-0,MT65 HDVW 5612 1SIB KMCY AALU E9PI FW4,,Rupiah,IDR
3146,1332.0,0.25373787,0,62-063-3955,GasLog LP.,"AmTrust Financial Services, Inc.",,NYSE,Kids,GLOG^A,,PO Box 52894,5831 Morning Trail,72-2757954,51346-106,NYSE,612456424-6,GR69 4555 609C ITPU C1VH IPO9 EDU,,Som,UZS
8854,1332.0,0.25373787,1,75-173-9509,GasLog LP.,City Holding Company,,NYSE,Toys,GLOG^A,,Apt 972,4177 Roth Court,33-4483296,,NASDAQ,129606141-8,GT49 LIWE AQVW IA2N Z4AF SKAR 89GV,49349-599,Yen,JPY
4906,1333.0,0.2536974,0,96-484-5214,"Safe Bulkers, Inc",iShares GNMA Bond ETF,Transportation,NYSE,Games,SB,$236.5M,9th Floor,406 Butternut Crossing,23-1786104,35356-881,NASDAQ,528269862-5,PL47 1173 8320 3437 9976 4049 2474,,Denar,MKD
8570,1333.0,0.2536974,1,69-566-0748,"Safe Bulkers, Inc","Ambarella, Inc.",Transportation,NYSE,Music,SB,$236.5M,12th Floor,2023 6th Center,28-4385212,,NASDAQ,747509331-X,IS44 2271 8073 9678 8231 3133 74,59535-7101,Euro,EUR
8749,1334.0,0.25355628,1,72-958-7999,"Novan, Inc.",Atossa Genetics Inc.,Health Care,NASDAQ,Sports,NOVN,$62.92M,11th Floor,4 Nova Avenue,52-2279419,,NASDAQ,986101876-X,FR74 7006 0278 94FZ ZWLX LU15 683,63402-248,Euro,EUR
780,1334.0,0.25355628,0,14-791-3979,"Novan, Inc.","Social Reality, Inc.",Health Care,NASDAQ,Automotive,NOVN,$62.92M,12th Floor,7279 Lindbergh Point,72-4893538,36987-3009,NASDAQ,608591367-2,MR57 7243 8802 6184 5991 7814 834,,Koruna,CZK
6852,1335.0,0.25355628,1,34-570-3822,Forum Merger Corporation,"Merck & Company, Inc.",Finance,NASDAQ,Grocery,FMCIW,,PO Box 36328,73579 Kingsford Terrace,87-0004387,,NYSE,886303883-X,BR09 1464 0450 6022 4864 5517 919D Y,0904-5731,Metical,MZN
60,1335.0,0.25355628,0,01-063-3559,Forum Merger Corporation,"NextEra Energy, Inc.",Finance,NASDAQ,Automotive,FMCIW,,Room 586,664 Hooker Street,97-3845473,68472-127,NYSE,198655611-5,DK32 3339 5647 8814 24,,Forint,HUF
5047,1336.0,0.25355628,0,98-913-4306,Cigna Corporation,Sotherly Hotels Inc.,Health Care,NYSE,Tools,CI,$43.29B,11th Floor,24 Becker Place,58-4519048,67457-187,NASDAQ,708941386-1,FI74 1477 9794 0493 83,,Rupee,PKR
6991,1336.0,0.25355628,1,37-347-3001,Cigna Corporation,"LTC Properties, Inc.",Health Care,NYSE,Jewelry,CI,$43.29B,15th Floor,0 Mosinee Street,58-4802930,,NYSE,724308011-1,BR69 5049 8155 1287 3608 3352 596X J,68016-165,Euro,EUR
3002,1337.0,0.25355628,0,59-183-5209,Star Bulk Carriers Corp.,"Bob Evans Farms, Inc.",Transportation,NASDAQ,Books,SBLK,$516.53M,PO Box 15756,748 Muir Place,13-4213538,21130-332,NASDAQ,465197785-5,AE14 5657 3585 9850 6088 340,,Pound,GBP
5290,1337.0,0.25355628,1,03-772-7895,Star Bulk Carriers Corp.,WSI Industries Inc.,Transportation,NASDAQ,Books,SBLK,$516.53M,Room 1669,393 Lukken Junction,86-1074358,,NASDAQ,416828349-6,FR67 4425 6743 934W MXYY GXIL L37,16590-871,Euro,EUR
9467,1338.0,0.25349605,1,87-654-4460,"WPX Energy, Inc.","Digiliti Money Group, Inc.",Energy,NYSE,Tools,WPX,$3.64B,Room 958,07 Summer Ridge Trail,91-5035542,,NASDAQ,869341402-X,GL77 3187 9054 4854 24,60505-5306,Yuan Renminbi,CNY
2336,1338.0,0.25349605,0,46-549-0643,"WPX Energy, Inc.","Liberty Tax, Inc.",Energy,NYSE,Kids,WPX,$3.64B,Apt 468,9849 Sutherland Center,73-8704320,25000-139,NASDAQ,816720509-6,CZ90 7394 8318 4165 2558 6396,,Real,BRL
4289,1339.0,0.25318164,0,85-327-1179,"Ebix, Inc.","Inventure Foods, Inc.",Technology,NASDAQ,Garden,EBIX,$1.73B,1st Floor,229 Nancy Court,47-1600623,0069-0043,NASDAQ,722972836-3,SE60 3534 8295 6712 3751 1550,,Rupiah,IDR
5936,1339.0,0.25318164,1,16-797-4648,"Ebix, Inc.",Universal Health Realty Income Trust,Technology,NASDAQ,Movies,EBIX,$1.73B,Room 955,6 Johnson Center,25-3085328,,NYSE,019695775-3,FI21 6385 6339 5312 05,0409-7713,Yuan Renminbi,CNY
9663,1340.0,0.2530627,1,91-500-0439,"Black Knight Financial Services, Inc.","Blackrock Corporate High Yield Fund, Inc.",Technology,NYSE,Electronics,BKFS,$6.01B,PO Box 81980,51522 Lerdahl Parkway,99-7122900,,NYSE,753881935-5,LB47 9344 MLFP RHQE C4IQ XXAW B1IX,0179-1434,Forint,HUF
337,1340.0,0.2530627,0,06-619-6230,"Black Knight Financial Services, Inc.",Future FinTech Group Inc.,Technology,NYSE,Baby,BKFS,$6.01B,Suite 54,044 Huxley Terrace,59-9970876,55154-4981,NASDAQ,374836186-6,FR30 6206 0160 35QP C0ZS 55QE C21,,Koruna,CZK
1579,1341.0,0.25271082,0,31-763-6201,"Digital Realty Trust, Inc.",Resource Capital Corp.,,NYSE,Shoes,DLR^I,,Apt 178,47518 East Road,58-4326464,21695-321,NYSE,343080165-6,LV29 VDMW 7TII O7PW U4MU J,,Yuan Renminbi,CNY
9758,1341.0,0.25271082,1,93-523-0421,"Digital Realty Trust, Inc.","Latin American Discovery Fund, Inc. (The)",Consumer Services,NYSE,Jewelry,DLR,$18.91B,Suite 26,131 Melody Way,89-6369288,,NYSE,193453367-X,LU04 068U D5D9 5KOP FYLQ,52125-463,Yuan Renminbi,CNY
4241,1342.0,0.25232354,0,84-358-0112,"Golub Capital BDC, Inc.",Korn/Ferry International,,NASDAQ,Outdoors,GBDC,$1.11B,PO Box 83083,2 Glendale Pass,12-3965746,49349-680,NYSE,948573895-1,LT41 4295 5080 2015 4697,,Peso,PHP
7717,1342.0,0.25232354,1,52-000-8387,"Golub Capital BDC, Inc.",W.R. Berkley Corporation,,NASDAQ,Music,GBDC,$1.11B,Suite 84,449 Melody Terrace,60-9119855,,NYSE,952097581-0,FR26 8587 1833 11KY 632P R8GU 905,50845-0130,Yuan Renminbi,CNY
